Id,Prediction
406,4676407.0
407,4603284.5
408,1717330.2
409,3628917.0
410,3056741.8
411,3141354.8
412,4923809.0
413,3932760.2
414,4729824.5
415,2648848.0
416,4867944.0
417,2890899.0
418,4586419.0
419,4052521.5
420,3870542.0
421,3881538.8
422,3075794.2
423,1711138.2
424,4016370.8
425,4684531.5
426,4717114.5
427,3729302.2
428,4901353.0
429,3693396.5
430,4309899.5
431,3629102.2
432,2644076.5
433,4032928.2
434,3037223.5
435,5139838.5
436,3723466.5
437,3854521.5
438,3522358.5
439,4775449.0
440,3374526.5
441,4562409.0
442,4697131.0
443,5224105.0
444,3777474.2
445,4691011.5
446,4594575.5
447,4321460.5
448,5533842.0
449,4418274.5
450,5463118.5
451,4315515.5
452,4214595.5
453,6331351.5
454,4827683.5
455,3364688.5
456,3201671.2
457,5228871.0
458,3071515.2
459,2712321.0
460,3722867.2
461,4773903.0
462,3918919.5
463,2590524.2
464,5711026.0
465,4120585.0
466,5000184.0
467,2681565.0
468,3921011.2
469,3760971.8
470,4372984.5
471,4236835.5
472,4096266.8
473,4620510.0
474,5799067.5
475,2774721.8
476,4712517.0
477,5659146.5
478,3635809.0
479,3210237.8
480,3317376.0
481,5072946.5
482,4409632.0
483,3945672.2
484,3772434.5
485,3346582.8
486,3751052.0
487,2983422.0
488,3893182.8
489,3517265.8
490,4468314.5
491,3089554.5
492,5126055.0
493,5328338.5
494,5772188.5
495,4521584.5
496,5460869.0
497,3801676.8
498,3971912.0
499,4424330.5
500,4237870.5
501,2860122.8
502,4246181.5
503,5055928.5
504,3762739.2
505,3215168.0
506,3591395.0
507,5497066.5
508,2665945.0
509,4866273.0
510,6768588.5
511,3292901.0
512,1654181.5
513,5734065.5
514,3037214.0
515,2405851.5
516,3473825.0
517,5495367.5
518,2839234.5
519,4359423.0
520,2935908.8
521,6005186.0
522,4640769.5
523,6715118.0
524,3143812.2
525,3546362.5
526,3615664.5
527,4071388.0
528,6920886.5
529,4789431.5
530,3391762.0
531,4918124.5
532,6079262.5
533,3501510.5
534,5936475.5
535,4660736.0
536,4484684.0
537,3780941.0
538,4211037.5
539,4871818.5
540,4604952.0
541,2254366.0
542,3556418.5
543,3380953.2
544,3094102.8
545,5191854.0
546,3376090.0
547,3615162.8
548,3272009.5
549,4617986.5
550,3995270.5
551,4771787.5
552,3349997.5
553,6632049.0
554,4775426.0
555,2821814.2
556,3206872.0
557,5824265.0
558,4146449.2
559,3129358.8
560,4025504.8
561,5540333.0
562,2709323.0
563,4013793.2
564,2478916.5
565,4263589.5
566,3096616.8
567,7630266.0
568,4102575.0
569,4072671.8
570,3724694.0
571,3049834.0
572,4371658.0
573,5185630.0
574,5650483.5
575,4502289.0
576,5055972.5
577,3023228.0
578,4410888.5
579,3461679.8
580,4409893.0
581,5775839.5
582,6296582.0
583,3995833.2
584,5350474.5
585,3072836.2
586,3601665.2
587,2906596.5
588,3748086.2
589,4359595.5
590,3970127.5
591,3966108.5
592,4964928.0
593,2436764.5
594,3450633.2
595,3852895.5
596,2536146.2
597,4218463.5
598,4686864.5
599,3455834.2
600,2502942.5
601,4945880.0
602,4415001.5
603,2063652.0
604,2344988.2
605,3636145.8
606,3033847.0
607,4489895.5
608,3444567.0
609,7810295.0
610,7053173.5
611,2141785.8
612,3979756.8
613,3725862.2
614,7285586.5
615,2252574.5
616,3492419.2
617,4903230.0
618,6704229.0
619,3163142.5
620,4267586.0
621,5075011.5
622,5593260.5
623,5667005.5
624,1918822.0
625,6397892.0
626,2985200.0
627,6235096.0
628,4819891.5
629,3612055.8
630,4103900.2
631,4243477.0
632,5667280.5
633,6419519.0
634,2474727.8
635,3519281.0
636,5881227.0
637,4032743.2
638,4181307.8
639,3976833.8
640,3468372.2
641,3926498.5
642,3039690.2
643,6702135.0
644,7746560.0
645,3931561.2
646,4558658.5
647,3873146.5
648,3146924.5
649,2855849.2
650,2138650.8
651,4903264.5
652,5130375.5
653,6662357.5
654,4902178.5
655,5903532.5
656,2489676.8
657,2783489.5
658,5715424.0
659,4371435.5
660,5635505.0
661,4510552.0
662,5147849.5
663,3199526.0
664,4614130.5
665,3073440.0
666,4110530.2
667,2572864.0
668,4616029.0
669,3975091.5
670,4992308.5
671,6566783.5
672,3144356.5
673,5077392.0
674,3520099.5
675,2527413.5
676,4309331.0
677,3605375.0
678,3894917.2
679,5811598.0
680,3404834.2
681,4917449.0
682,3251831.5
683,4457994.0
684,2626572.5
685,4747926.0
686,3528159.8
687,2404222.0
688,4321944.5
689,3093940.5
690,3244314.8
691,2776437.2
692,2432987.5
693,3175010.2
694,5389606.5
695,3445636.8
696,4231102.0
697,5272733.0
698,4408855.5
699,2762589.8
700,7889427.0
701,4751947.0
702,4298759.5
703,5586892.0
704,6053325.0
705,5449850.5
706,6302275.5
707,5236955.0
708,5029851.0
709,3139165.8
710,4694409.5
711,3777699.5
712,4310657.0
713,3577643.5
714,4226855.5
715,3056790.2
716,3924950.8
717,4985194.0
718,5528366.5
719,5205518.0
720,4671648.0
721,5966542.5
722,5058477.5
723,3008649.8
724,4336719.0
725,4142885.8
726,2683887.0
727,2562944.8
728,4158331.8
729,3212595.2
730,4166969.8
731,4210408.0
732,2341219.0
733,3448035.8
734,4236058.5
735,2848939.5
736,2010767.8
737,3364210.2
738,2975911.0
739,1625660.1
740,3537884.8
741,5238161.5
742,3353928.0
743,3225955.0
744,3888428.8
745,5655967.0
746,4033140.0
747,4648464.5
748,4903623.0
749,4682835.0
750,4926204.0
751,3658655.2
752,3116377.2
753,2435534.0
754,3429428.8
755,2740884.8
756,4084872.5
757,5496008.5
758,3964221.2
759,6843948.0
760,2980482.2
761,3923888.0
762,2974398.2
763,2807966.5
764,5343698.5
765,3767853.0
766,5264747.0
767,3704502.8
768,3488861.2
769,4420383.5
770,3368805.0
771,4096664.5
772,4304962.5
773,4287206.0
774,2966861.5
775,3832745.8
776,3683526.0
777,4652689.0
778,4016331.8
779,4243033.5
780,2695832.0
781,4403295.5
782,4844448.0
783,3060231.0
784,4785079.0
785,4065666.2
786,3267663.5
787,4925706.5
788,4507606.5
789,5933947.5
790,3419290.8
791,5008121.5
792,3900510.8
793,2216407.8
794,3410754.0
795,5552090.5
796,2198966.5
797,4183684.2
798,4429954.0
799,8542453.0
800,4698934.0
801,4297304.0
802,4084003.5
803,5246660.0
804,3581010.8
805,2847970.0
806,2557113.8
807,4626549.0
808,3767651.8
809,2088967.1
810,4724795.5
811,3337569.2
812,5961622.5
813,2537751.8
814,2028807.9
815,4155400.5
816,3303629.5
817,2432085.2
818,5569754.0
819,3002806.5
820,4708232.0
821,3775747.0
822,3749283.0
823,4092726.2
824,4075921.8
825,4951696.0
826,5356182.5
827,2921524.0
828,7021626.5
829,2805357.2
830,4110272.2
831,4187535.8
832,4658216.0
833,6094897.5
834,3709333.5
835,4181989.2
836,2063908.9
837,5076001.0
838,3256666.8
839,1894881.8
840,3433873.5
841,2350108.8
842,4691410.0
843,3356746.8
844,5674040.5
845,5335679.0
846,4538905.0
847,4210621.5
848,3052876.2
849,3771932.5
850,3796612.0
851,4865534.0
852,5720750.0
853,3409407.5
854,3816706.8
855,3915375.5
856,4700167.5
857,4311682.5
858,3466406.5
859,6887001.5
860,3615757.0
861,6030648.5
862,3765390.5
863,4417873.5
864,6194421.5
865,4146502.2
866,3407517.2
867,3311411.5
868,4760861.0
869,6072629.5
870,2304027.0
871,4989945.0
872,6577342.5
873,4937528.5
874,3885402.2
875,2601517.8
876,2316813.8
877,4797728.0
878,3130614.2
879,3985920.5
880,3664865.5
881,4238611.5
882,4100797.8
883,2332249.8
884,3768888.5
885,4444579.5
886,4182828.2
887,5974254.5
888,2489285.5
889,3858176.8
890,3399270.0
891,5245479.0
892,5074645.0
893,3918674.0
894,4962362.0
895,4722311.0
896,3265823.5
897,4309513.5
898,4807286.5
899,5203865.0
900,3349662.2
901,7196535.5
902,3313301.8
903,3698516.5
904,2719582.0
905,4408258.5
906,4600480.0
907,3524965.5
908,4217776.0
909,4327520.0
910,4721774.5
911,3509010.8
912,4833509.5
913,3844234.2
914,6250631.5
915,3409541.8
916,2196023.8
917,5566921.5
918,3149737.0
919,3194129.2
920,4673889.5
921,3124288.0
922,5792940.0
923,3148790.8
924,3401412.5
925,7628244.5
926,7015389.0
927,3389340.8
928,6021115.0
929,4242397.5
930,4211028.5
931,2537955.8
932,5267968.5
933,5391253.5
934,3318346.8
935,3764179.2
936,3031839.5
937,4463351.0
938,3393824.2
939,6220680.5
940,4708185.0
941,3317790.2
942,3773497.5
943,4393388.0
944,3527537.0
945,2034634.4
946,4355297.5
947,3077661.8
948,4391576.0
949,3914962.0
950,7197463.5
951,2523210.5
952,4270880.0
953,2783464.5
954,8175215.5
955,4858097.0
956,5566867.5
957,4675042.0
958,4959809.5
959,4165339.5
960,3825525.5
961,4599161.5
962,5079813.0
963,3967512.5
964,5632265.5
965,3891058.2
966,4953618.0
967,5991503.0
968,4208404.0
969,1734022.8
970,4338891.0
971,2756030.0
972,3284395.8
973,2379564.0
974,3214153.5
975,3798685.2
976,3359817.2
977,4844769.5
978,4018530.5
979,5223972.0
980,4309650.0
981,1989091.8
982,3630323.0
983,4616608.5
984,4901982.0
985,4258730.5
986,2035931.2
987,5060509.0
988,5680933.5
989,3218677.5
990,4068808.5
991,2191587.0
992,3323865.5
993,5278789.0
994,3094850.2
995,2300898.0
996,2922680.2
997,5502649.5
998,5006196.5
999,3667928.8
1000,3881089.5
1001,4133406.8
1002,2932330.5
1003,6895019.0
1004,5038090.5
1005,4568672.0
1006,5060552.5
1007,4281083.0
1008,2788011.8
1009,2659976.8
1010,3290840.2
1011,5283410.5
1012,2750687.2
1013,3398695.5
1014,5537081.5
1015,4008488.0
1016,6146926.0
1017,4635196.0
1018,3772721.8
1019,3104009.8
1020,5474735.5
1021,4670817.5
1022,6268226.5
1023,3150416.2
1024,4105483.0
1025,2672229.8
1026,4947665.0
1027,3872625.8
1028,6020960.5
1029,3315125.5
1030,6430137.0
1031,3105733.5
1032,1995983.8
1033,5268868.5
1034,4069423.2
1035,3802953.5
1036,3941816.0
1037,5044962.5
1038,5400538.0
1039,5291093.5
1040,2435049.8
1041,4110035.2
1042,1883218.6
1043,3851596.2
1044,4072359.8
1045,6635239.0
1046,5153455.5
1047,4972269.5
1048,4929045.5
1049,6164029.0
1050,4585114.0
1051,3541479.8
1052,2729498.8
1053,3293173.2
1054,4994235.0
1055,1483321.0
1056,6229792.0
1057,5143374.5
1058,2441985.5
1059,4442797.5
1060,4610965.0
1061,5185850.0
1062,4137184.5
1063,6904658.5
1064,4342931.0
1065,3233915.0
1066,3492471.2
1067,4242262.5
1068,4253338.0
1069,4623061.5
1070,5202351.5
1071,3589392.8
1072,5045279.5
1073,7969676.5
1074,8208884.0
1075,3698934.8
1076,4028257.2
1077,3032602.5
1078,2968023.5
1079,4283894.5
1080,4744935.5
1081,3630821.2
1082,3549689.5
1083,6757183.0
1084,3745716.8
1085,2217796.8
1086,4565729.5
1087,5424996.5
1088,5088600.0
1089,3660900.5
1090,5935207.0
1091,4283536.0
1092,4479870.0
1093,5827764.5
1094,4563963.5
1095,4658932.0
1096,2112221.2
1097,2395198.2
1098,2525507.8
1099,3471796.2
1100,4695741.5
1101,3210217.5
1102,2645534.5
1103,4191937.8
1104,5011267.5
1105,4933491.5
1106,4780498.5
1107,5747394.5
1108,3630947.5
1109,3890250.5
1110,4963449.5
1111,8051456.5
1112,3753357.2
1113,3746636.2
1114,4580750.0
1115,2885774.8
1116,2857416.8
1117,5740480.0
1118,5642315.0
1119,3417952.0
1120,3329236.0
1121,2513424.0
1122,4313384.5
1123,2730279.8
1124,3367435.0
1125,5417522.0
1126,5247968.5
1127,2751746.0
1128,5139957.5
1129,4954430.5
1130,4294140.5
1131,5377254.5
1132,3945173.2
1133,4385792.5
1134,4874587.0
1135,2777998.2
1136,4913519.0
1137,3667355.0
1138,3221244.2
1139,5049343.0
1140,4078664.2
1141,5037415.5
1142,5341651.5
1143,3227418.0
1144,2239288.2
1145,4266181.5
1146,5251849.0
1147,4437252.5
1148,4108714.8
1149,3840430.0
1150,4381499.5
1151,2316900.2
1152,4020131.5
1153,4264244.0
1154,4520226.0
1155,3104735.2
1156,2250210.2
1157,5470012.5
1158,4507423.0
1159,4462656.0
1160,3911581.8
1161,4572665.0
1162,3259312.0
1163,4819686.5
1164,4324005.5
1165,4230679.0
1166,4403871.0
1167,6890542.5
1168,2765088.8
1169,3971367.8
1170,2683183.0
1171,3374439.2
1172,1977634.0
1173,5104990.0
1174,3429428.8
1175,4388784.0
1176,5013050.0
1177,4392810.5
1178,4205499.5
1179,4812272.5
1180,5054770.0
1181,3891512.5
1182,6086759.5
1183,3067614.2
1184,4535427.5
1185,2661662.2
1186,5366080.5
1187,3038057.2
1188,3116775.5
1189,4189195.5
1190,5847874.0
1191,3073384.2
1192,4403127.0
1193,3377156.5
1194,4440446.5
1195,4284038.0
1196,3132085.2
1197,3934474.5
1198,3805792.2
1199,4540453.0
1200,4335330.0
1201,7126526.5
1202,2638930.5
1203,3390441.0
1204,2657810.8
1205,2039852.1
1206,5854931.5
1207,3636076.8
1208,5703470.5
1209,4808507.0
1210,4465818.5
1211,3451572.5
1212,3224626.5
1213,6226552.0
1214,5754177.0
1215,2474477.5
1216,4104800.0
1217,3599043.0
1218,4110994.5
1219,4269985.0
1220,3946743.0
1221,6549483.0
1222,3008169.5
1223,5174796.5
1224,2717424.0
1225,5574995.0
1226,3678100.0
1227,4192474.2
1228,4097639.0
1229,3505170.5
1230,5175183.5
1231,7098972.5
1232,2281157.5
1233,6036521.0
1234,5607859.0
1235,4517201.0
1236,4044021.5
1237,2934857.0
1238,4403442.5
1239,5126104.0
1240,4431667.5
1241,2191424.2
1242,5237702.5
1243,6971698.5
1244,4876901.0
1245,3638103.0
1246,3163916.0
1247,4909309.0
1248,1971007.4
1249,3379107.2
1250,3759793.5
1251,4662320.0
1252,3667028.8
1253,5850770.5
1254,2897021.8
1255,3477276.0
1256,2776631.2
1257,2251613.8
1258,7831660.5
1259,3599933.2
1260,3984927.5
1261,7254057.0
1262,3734312.5
1263,2470921.2
1264,5203941.5
1265,3982286.2
1266,3057686.5
1267,4829097.0
1268,3199695.0
1269,2953312.2
1270,3715123.5
1271,4512983.5
1272,5324839.0
1273,3103917.5
1274,3435775.2
1275,7521435.0
1276,3481647.5
1277,3539204.5
1278,3797745.2
1279,3429428.8
1280,3501993.5
1281,4717418.0
1282,4380292.5
1283,1787334.2
1284,3007146.5
1285,3950787.5
1286,1851004.4
1287,3731813.5
1288,2682382.0
1289,2899949.5
1290,4052895.5
1291,2221745.5
1292,5875447.5
1293,4886230.5
1294,3907777.2
1295,3230397.8
1296,4225109.0
1297,3297684.0
1298,3043208.5
1299,3312930.8
1300,5275927.5
1301,3778300.5
1302,3648740.0
1303,3823524.5
1304,2820010.2
1305,3810084.8
1306,3829212.5
1307,3279916.0
1308,5085454.0
1309,2260886.2
1310,3312013.8
1311,4939058.0
1312,3011224.2
1313,4699101.5
1314,2758024.2
1315,5710583.5
1316,4378469.0
1317,4366233.0
1318,3354351.0
1319,4245799.0
1320,7885612.5
1321,4240665.5
1322,4316677.0
1323,3133227.2
1324,7354362.0
1325,4259415.0
1326,4272049.0
1327,5250289.5
1328,5282596.5
1329,4415635.0
1330,6363240.0
1331,3785130.0
1332,4424434.0
1333,2862654.2
1334,5450916.5
1335,3612523.5
1336,1844203.8
1337,3427062.0
1338,2505366.5
1339,2789502.0
1340,4125619.0
1341,5650712.5
1342,3203223.8
1343,2252754.5
1344,3992736.8
1345,1996711.5
1346,4399225.5
1347,2873992.5
1348,5052255.5
1349,3709999.5
1350,3844918.5
1351,4900251.5
1352,4678256.5
1353,4300512.0
1354,3195795.8
1355,2828488.0
1356,5425057.0
1357,2585604.0
1358,4669354.5
1359,2383797.5
1360,3730170.5
1361,5719902.0
1362,6857900.5
1363,5447699.0
1364,4726636.0
1365,3165916.2
1366,2765626.0
1367,4641776.0
1368,5258885.5
1369,3801823.5
1370,5280906.5
1371,5358324.5
1372,5404116.5
1373,5468891.0
1374,3962240.8
1375,4916281.0
1376,3559190.8
1377,4022005.5
1378,3156467.2
1379,3734936.2
1380,3754673.0
1381,7113406.5
1382,3958723.8
1383,4273835.5
1384,3964723.5
1385,4174048.8
1386,4410053.5
1387,2733780.2
1388,4953853.0
1389,3047634.0
1390,3642737.2
1391,5354537.0
1392,4225542.5
1393,4252549.0
1394,6048358.0
1395,5196840.5
1396,4594442.5
1397,4103812.8
1398,6870313.5
1399,2654899.2
1400,3847011.0
1401,5254401.0
1402,3673335.2
1403,5179730.0
1404,4133100.0
1405,3540114.2
1406,4097846.5
1407,5023080.0
1408,5298071.0
1409,4088231.0
1410,3731196.8
1411,3273702.8
1412,5012576.5
1413,5418277.0
1414,4423634.5
1415,3744771.0
1416,4318163.0
1417,3777771.2
1418,3233815.5
1419,3275255.5
1420,5634144.0
1421,2898701.0
1422,3390288.0
1423,4995105.5
1424,3152802.5
1425,4072854.2
1426,1825922.6
1427,4311528.5
1428,4601626.5
1429,2749296.8
1430,4340229.0
1431,4604899.0
1432,5238112.5
1433,3271616.0
1434,2487852.8
1435,6351850.0
1436,4119906.5
1437,4643823.5
1438,3461924.0
1439,3596051.2
1440,6377950.0
1441,4622920.0
1442,1921105.0
1443,4595613.5
1444,3491410.2
1445,3577434.0
1446,4910584.0
1447,3663967.5
1448,4284280.5
1449,2968450.5
1450,5466826.0
1451,4647679.5
1452,6233836.0
1453,3016618.8
1454,4057459.2
1455,4208449.5
1456,4702595.0
1457,5883290.0
1458,4920247.5
1459,2231185.8
1460,3891849.5
1461,5665124.5
1462,4185061.8
1463,5635082.0
1464,4951993.5
1465,3537975.5
1466,4015617.8
1467,4582695.5
1468,4010419.5
1469,3416878.5
1470,4144746.0
1471,2746971.2
1472,4380425.0
1473,3826544.0
1474,4488846.5
1475,3304771.5
1476,4872787.5
1477,4179080.8
1478,3699789.8
1479,4778809.5
1480,4964784.5
1481,3695341.2
1482,3389373.2
1483,3921988.5
1484,6156061.0
1485,5153937.5
1486,4366046.5
1487,3995290.0
1488,2856763.5
1489,6641851.0
1490,2838807.5
1491,5140354.5
1492,5214313.5
1493,4554508.0
1494,5707551.0
1495,3899783.5
1496,4168986.8
1497,3454650.2
1498,2927986.8
1499,6882611.0
1500,5026640.5
1501,3606872.0
1502,5668879.0
1503,5022524.0
1504,3364073.5
1505,3930336.0
1506,4004969.0
1507,2057932.5
1508,3481587.2
1509,6373822.0
1510,3381645.2
1511,4713007.5
1512,4161510.2
1513,5512621.0
1514,5466535.5
1515,5375925.5
1516,4823871.5
1517,6117319.5
1518,5742822.0
1519,5017543.0
1520,4501562.5
1521,5200974.5
1522,5095745.5
1523,5536155.0
1524,4208693.5
1525,3722074.2
1526,5297281.5
1527,3481231.5
1528,2731399.0
1529,5575488.5
1530,3336265.0
1531,5915217.5
1532,3272984.8
1533,2277242.0
1534,4944934.0
1535,4192448.8
1536,6424572.0
1537,5384561.0
1538,4481212.0
1539,6827700.5
1540,4163329.0
1541,3999544.8
1542,5613894.0
1543,4511287.0
1544,4098607.5
1545,2164103.5
1546,2695475.0
1547,2701711.0
1548,6409888.5
1549,4337633.0
1550,4513129.0
1551,7682668.0
1552,4232071.0
1553,4628003.0
1554,3984958.5
1555,3383862.8
1556,3848658.0
1557,3879953.8
1558,3859909.0
1559,4594442.5
1560,5326066.5
1561,4269167.5
1562,2124098.0
1563,4578704.5
1564,6870750.0
1565,5841881.5
1566,4078758.8
1567,2704334.2
1568,2006585.8
1569,5695864.0
1570,3116460.5
1571,5252742.0
1572,3943681.5
1573,5309184.5
1574,4247531.0
1575,4436646.0
1576,3378245.0
1577,3271751.0
1578,3980793.2
1579,4796380.0
1580,3124650.0
1581,4460962.0
1582,3360970.0
1583,4003672.0
1584,2572501.8
1585,3524624.0
1586,2869034.8
1587,4774897.5
1588,3466526.8
1589,4554985.5
1590,3195908.5
1591,2578361.0
1592,5431635.5
1593,4790689.5
1594,4006670.8
1595,5734104.5
1596,3188529.5
1597,3402484.2
1598,3902141.8
1599,3539212.0
1600,4714278.0
1601,3563980.0
1602,5142589.5
1603,2620824.2
1604,4361407.0
1605,4487138.0
1606,4941667.5
1607,5030704.0
1608,4281458.5
1609,4260938.0
1610,5902439.0
1611,3907149.0
1612,3138674.0
1613,4843004.5
1614,3654281.5
1615,5092249.0
1616,4611265.5
1617,5966647.0
1618,3064521.0
1619,2408022.8
1620,5249206.5
1621,5505362.5
1622,2083397.4
1623,2867995.5
1624,5229738.0
1625,4722580.5
1626,6523120.0
1627,3723829.0
1628,6102987.5
1629,7298072.0
1630,3878831.2
1631,6100312.5
1632,4025979.8
1633,3490001.5
1634,8362789.0
1635,5665681.0
1636,3978810.5
1637,3492429.2
1638,3480186.2
1639,4908894.0
1640,4297544.5
1641,3271792.5
1642,3973639.2
1643,3906982.8
1644,3724706.8
1645,6489832.5
1646,3249017.0
1647,5103113.0
1648,2591995.5
1649,3700477.0
1650,5207179.5
1651,3359082.8
1652,2417878.8
1653,3308078.5
1654,1938183.1
1655,5277440.5
1656,4128681.5
1657,5294989.0
1658,5735146.0
1659,6289847.0
1660,3782048.0
1661,4412027.5
1662,4020801.0
1663,4246181.5
